family,dataset_key,dataset_label,model_short,model_name,backend,run_id,run_name,run_dir,n_cases,expected_n_cases,is_full_dataset,selection_status,selection_note,batch_size,temperature,max_tokens,max_diagnoses,use_mondo,prompt_dir,ground_truth_file,benchmark_ids_file,started_at,finished_at,n_errors,error_rate,mrr_id,recall_at_1_id,recall_at_3_id,recall_at_5_id,recall_at_10_id,recall_at_1_name,recall_at_10_name,recall_at_1_id_or_name,recall_at_10_id_or_name,n_fuzzy_auto_correct,n_fuzzy_review,n_fuzzy_rejected
archive2_suite,mygene2,MyGene2,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_202556_48db8437,Qwen2.5-32B-Instruct_20260402_202556_48db8437,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/archive2/mygene2/Qwen2.5-32B-Instruct_20260402_202556_48db8437,146,146,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/archive2/mygene2/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/archive2/mygene2/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/archive2/mygene2/benchmark_ids.txt,2026-04-02T20:25:56.250663+00:00,2026-04-02T20:29:15.688417+00:00,0,0.0,0.021689497716894976,0.02054794520547945,0.02054794520547945,0.02054794520547945,0.0273972602739726,0.00684931506849315,0.00684931506849315,0.02054794520547945,0.0273972602739726,19,61,1302
core_suite,HMS,RareBench HMS,gemma-3-27b-it,google/gemma-3-27b-it,vllm,gemma-3-27b-it_20260401_211659_07b889bb,gemma-3-27b-it_20260401_211659_07b889bb,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/rarebench/HMS/gemma-3-27b-it_20260401_211659_07b889bb,68,68,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-01T21:16:59.194054+00:00,2026-04-01T21:59:40.969639+00:00,0,0.0,0.22916666666666669,0.16176470588235295,0.2647058823529412,0.3382352941176471,0.36764705882352944,0.16176470588235295,0.36764705882352944,0.16176470588235295,0.36764705882352944,100,55,523
core_suite,HMS,RareBench HMS,llama3-med42-70b,m42-health/Llama3-Med42-70B,openai_http,Llama3-Med42-70B_20260404_074200_20b68b58,Llama3-Med42-70B_20260404_074200_20b68b58,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-70b_http/rarebench/HMS/Llama3-Med42-70B_20260404_074200_20b68b58,68,68,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-04T07:42:00.907718+00:00,2026-04-04T07:43:48.477767+00:00,0,0.0,0.2378267973856209,0.20588235294117646,0.25,0.27941176470588236,0.3235294117647059,0.20588235294117646,0.3088235294117647,0.20588235294117646,0.3235294117647059,58,42,581
core_suite,HMS,RareBench HMS,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260403_105101_a26f9223,Llama3-Med42-8B_20260403_105101_a26f9223,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/HMS/Llama3-Med42-8B_20260403_105101_a26f9223,68,68,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-03T10:51:01.858109+00:00,2026-04-03T10:51:26.225070+00:00,0,0.0,0.08382352941176471,0.07352941176470588,0.07352941176470588,0.11764705882352941,0.11764705882352941,0.07352941176470588,0.11764705882352941,0.07352941176470588,0.11764705882352941,18,37,228
core_suite,HMS,RareBench HMS,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260404_015841_7316152c,Llama3-Med42-8B_20260404_015841_7316152c,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/HMS/Llama3-Med42-8B_20260404_015841_7316152c,68,68,True,excluded_invalid_run,degenerate full-size run with near-total inference failure; excluded from headline comparison,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-04T01:58:41.873145+00:00,2026-04-04T01:58:42.094846+00:00,68,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
core_suite,HMS,RareBench HMS,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_025153_1f0a219e,medgemma-27b-it_20260402_025153_1f0a219e,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/HMS/medgemma-27b-it_20260402_025153_1f0a219e,68,68,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-02T02:51:53.910916+00:00,2026-04-02T02:53:01.881650+00:00,2,0.029411764705882353,0.18837535014005602,0.1323529411764706,0.20588235294117646,0.2647058823529412,0.3235294117647059,0.1323529411764706,0.3235294117647059,0.1323529411764706,0.3235294117647059,83,38,521
core_suite,HMS,RareBench HMS,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_200314_6ed61b29,Qwen2.5-32B-Instruct_20260402_200314_6ed61b29,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/rarebench/HMS/Qwen2.5-32B-Instruct_20260402_200314_6ed61b29,68,68,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/HMS/benchmark_ids.txt,2026-04-02T20:03:14.574563+00:00,2026-04-02T20:05:18.699405+00:00,0,0.0,0.1386204481792717,0.10294117647058823,0.14705882352941177,0.19117647058823528,0.25,0.10294117647058823,0.23529411764705882,0.10294117647058823,0.25,88,32,538
core_suite,LIRICAL,RareBench LIRICAL,gemma-3-27b-it,google/gemma-3-27b-it,openai_http,gemma-3-27b-it_20260401_234212_8d28b67d,gemma-3-27b-it_20260401_234212_8d28b67d,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/rarebench/LIRICAL/gemma-3-27b-it_20260401_234212_8d28b67d,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-01T23:42:12.676279+00:00,2026-04-01T23:46:24.828281+00:00,0,0.0,0.1362022737022737,0.10810810810810811,0.15405405405405406,0.17027027027027028,0.21621621621621623,0.10810810810810811,0.21351351351351353,0.10810810810810811,0.21621621621621623,774,395,2507
core_suite,LIRICAL,RareBench LIRICAL,llama3-med42-70b,m42-health/Llama3-Med42-70B,openai_http,Llama3-Med42-70B_20260404_074348_65999459,Llama3-Med42-70B_20260404_074348_65999459,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-70b_http/rarebench/LIRICAL/Llama3-Med42-70B_20260404_074348_65999459,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-04T07:43:48.875795+00:00,2026-04-04T07:54:03.417060+00:00,0,0.0,0.20336121836121834,0.15945945945945947,0.22702702702702704,0.26216216216216215,0.3324324324324324,0.14324324324324325,0.28378378378378377,0.15945945945945947,0.3324324324324324,477,577,2657
core_suite,LIRICAL,RareBench LIRICAL,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260403_105126_d8cd53b7,Llama3-Med42-8B_20260403_105126_d8cd53b7,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/LIRICAL/Llama3-Med42-8B_20260403_105126_d8cd53b7,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-03T10:51:26.714254+00:00,2026-04-03T10:53:09.628097+00:00,0,0.0,0.09867438867438866,0.07567567567567568,0.12162162162162163,0.12972972972972974,0.14864864864864866,0.07567567567567568,0.14594594594594595,0.07567567567567568,0.14864864864864866,432,499,1302
core_suite,LIRICAL,RareBench LIRICAL,llama3-med42-8b,m42-health/Llama3-Med42-8B,openai_http,Llama3-Med42-8B_20260404_015842_0bd6e15d,Llama3-Med42-8B_20260404_015842_0bd6e15d,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/llama3-med42-8b_http/rarebench/LIRICAL/Llama3-Med42-8B_20260404_015842_0bd6e15d,370,370,True,excluded_invalid_run,degenerate full-size run with near-total inference failure; excluded from headline comparison,8,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-04T01:58:42.382441+00:00,2026-04-04T01:58:44.245081+00:00,370,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0
core_suite,LIRICAL,RareBench LIRICAL,medgemma-27b-it,google/medgemma-27b-it,openai_http,medgemma-27b-it_20260402_025303_9b47ef57,medgemma-27b-it_20260402_025303_9b47ef57,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/medgemma-27b-it_http/rarebench/LIRICAL/medgemma-27b-it_20260402_025303_9b47ef57,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-02T02:53:03.093354+00:00,2026-04-02T02:57:59.245630+00:00,24,0.06486486486486487,0.12027670527670528,0.08378378378378379,0.15135135135135136,0.17027027027027028,0.1891891891891892,0.08378378378378379,0.1837837837837838,0.08378378378378379,0.1891891891891892,539,486,2236
core_suite,LIRICAL,RareBench LIRICAL,qwen2.5-32b-instruct,Qwen/Qwen2.5-32B-Instruct,openai_http,Qwen2.5-32B-Instruct_20260402_200519_38f400c4,Qwen2.5-32B-Instruct_20260402_200519_38f400c4,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/qwen2.5-32b-instruct_http/rarebench/LIRICAL/Qwen2.5-32B-Instruct_20260402_200519_38f400c4,370,370,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/LIRICAL/benchmark_ids.txt,2026-04-02T20:05:19.294859+00:00,2026-04-02T20:12:43.818843+00:00,0,0.0,0.15425568425568426,0.12702702702702703,0.16756756756756758,0.1945945945945946,0.22702702702702704,0.12162162162162163,0.21891891891891893,0.12702702702702703,0.22702702702702704,683,701,2190
core_suite,MME,RareBench MME,gemma-3-27b-it,google/gemma-3-27b-it,openai_http,gemma-3-27b-it_20260401_234115_d03d1c74,gemma-3-27b-it_20260401_234115_d03d1c74,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/dx_bench/results/rarebench/MME/gemma-3-27b-it_20260401_234115_d03d1c74,40,40,True,selected_headline,best full-size native run for this model/dataset under exact-ID Hit@1,64,0.0,512,10,False,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/en,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/correct_results.tsv,/vol/home-vol3/wbi/elmoftym/Mofty/PhenoPacket/PP2Prompt/prompts/rarebench/MME/benchmark_ids.txt,2026-04-01T23:41:15.663049+00:00,2026-04-01T23:41:51.068793+00:00,0,0.0,0.008571428571428572,0.0,0.0,0.025,0.05,0.0,0.05,0.0,0.05,3,0,397
